2026-02-26 09:56:13 | INFO     | adapters.iiko_api | [API] GET entities rootType=MeasureUnit — отправляю запрос...
2026-02-26 09:56:55 | INFO     | bot.request_handlers | [request] Добавлен товар #2: «Шу шоколадные цех» qty=3 порц, price=55.00, source_store=Кухня (Клиническая) → target_store=Кухня (Московский), tg:1028538977
2026-02-26 09:56:56 | INFO     | aiogram.event | Update id=520044355 is handled. Duration 1228 ms by bot id=8301059555
2026-02-26 09:58:08 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:08 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:08 | INFO     | bot.request_handlers | [request] Поиск товара tg:1028538977, query='Шу творожный'
2026-02-26 09:58:09 | INFO     | aiogram.event | Update id=520044356 is handled. Duration 856 ms by bot id=8301059555
2026-02-26 09:58:12 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:12 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:12 | INFO     | bot.request_handlers | [request] Поиск товара tg:1028538977, query='Шу'
2026-02-26 09:58:13 | INFO     | aiogram.event | Update id=520044357 is handled. Duration 1067 ms by bot id=8301059555
2026-02-26 09:58:17 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:17 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:17 | INFO     | bot.request_handlers | [request_handlers] choose_request_product tg:1028538977
2026-02-26 09:58:18 | INFO     | aiogram.event | Update id=520044358 is handled. Duration 957 ms by bot id=8301059555
2026-02-26 09:58:20 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:20 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:21 | INFO     | bot.request_handlers | [request] Ввод кол-ва tg:1028538977, raw='3'
2026-02-26 09:58:21 | INFO     | bot.request_handlers | [request] Добавлен товар #3: «Шу творожные цех» qty=3 порц, price=55.00, source_store=Кухня (Клиническая) → target_store=Кухня (Московский), tg:1028538977
2026-02-26 09:58:22 | INFO     | aiogram.event | Update id=520044359 is handled. Duration 1223 ms by bot id=8301059555
2026-02-26 09:58:24 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:24 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:25 | INFO     | bot.request_handlers | [request] Поиск товара tg:1028538977, query='Шу Роше'
2026-02-26 09:58:26 | INFO     | aiogram.event | Update id=520044360 is handled. Duration 1076 ms by bot id=8301059555
2026-02-26 09:58:29 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:29 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:29 | INFO     | bot.request_handlers | [request_handlers] choose_request_product tg:1028538977
2026-02-26 09:58:30 | INFO     | aiogram.event | Update id=520044361 is handled. Duration 1038 ms by bot id=8301059555
2026-02-26 09:58:32 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:32 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:32 | INFO     | bot.request_handlers | [request] Ввод кол-ва tg:1028538977, raw='2'
2026-02-26 09:58:33 | INFO     | bot.request_handlers | [request] Добавлен товар #4: «Шу роше цех» qty=2 порц, price=125.00, source_store=Кухня (Клиническая) → target_store=Кухня (Московский), tg:1028538977
2026-02-26 09:58:33 | INFO     | aiogram.event | Update id=520044362 is handled. Duration 1176 ms by bot id=8301059555
2026-02-26 09:58:39 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:39 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:39 | INFO     | bot.request_handlers | [request] Поиск товара tg:1028538977, query='Шу меренга'
2026-02-26 09:58:40 | INFO     | aiogram.event | Update id=520044363 is handled. Duration 962 ms by bot id=8301059555
2026-02-26 09:58:42 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:42 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:42 | INFO     | bot.request_handlers | [request_handlers] choose_request_product tg:1028538977
2026-02-26 09:58:43 | INFO     | aiogram.event | Update id=520044364 is handled. Duration 956 ms by bot id=8301059555
2026-02-26 09:58:46 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:46 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:46 | INFO     | bot.request_handlers | [request] Ввод кол-ва tg:1028538977, raw='2'
2026-02-26 09:58:47 | INFO     | bot.request_handlers | [request] Добавлен товар #5: «Шу меренга цех» qty=2 порц, price=45.00, source_store=Кухня (Клиническая) → target_store=Кухня (Московский), tg:1028538977
2026-02-26 09:58:47 | INFO     | aiogram.event | Update id=520044365 is handled. Duration 1127 ms by bot id=8301059555
2026-02-26 09:58:54 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:54 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:54 | INFO     | bot.request_handlers | [request] Поиск товара tg:1028538977, query='Шу тирамиссу'
2026-02-26 09:58:55 | INFO     | aiogram.event | Update id=520044366 is handled. Duration 1046 ms by bot id=8301059555
2026-02-26 09:58:56 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:58:56 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:58:56 | INFO     | bot.request_handlers | [request_handlers] choose_request_product tg:1028538977
2026-02-26 09:58:57 | INFO     | aiogram.event | Update id=520044367 is handled. Duration 959 ms by bot id=8301059555
2026-02-26 09:59:03 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:09:59:03 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 09:59:03 | INFO     | bot.request_handlers | [request] Ввод кол-ва tg:1028538977, raw='2'
2026-02-26 09:59:03 | INFO     | bot.request_handlers | [request] Добавлен товар #6: «Шу тирамиссу цех» qty=2 порц, price=130.00, source_store=Кухня (Клиническая) → target_store=Кухня (Московский), tg:1028538977
2026-02-26 09:59:04 | INFO     | aiogram.event | Update id=520044368 is handled. Duration 1285 ms by bot id=8301059555
2026-02-26 10:00:18 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:10:00:18 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 10:00:18 | INFO     | bot.request_handlers | [request_handlers] preview_request tg:1028538977
2026-02-26 10:00:18 | INFO     | aiogram.event | Update id=520044369 is handled. Duration 605 ms by bot id=8301059555
2026-02-26 10:00:29 | INFO     | aiohttp.access | 100.64.0.5 [26/Feb/2026:10:00:29 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 10:00:30 | INFO     | bot.request_handlers | [request_handlers] confirm_send_request tg:1028538977
2026-02-26 10:00:30 | INFO     | use_cases.product_request | [request] ✅ Заявка pk=36 создана: tg:1028538977, dept=PizzaYolo / Пицца Йоло (Московский), store=Кухня (Клиническая), items=6, sum=1080.00 (0.05 сек)
2026-02-26 10:00:30 | INFO     | bot.request_handlers | [request] Создана заявка #36, items=6, tg:1028538977
2026-02-26 10:00:32 | INFO     | bot.request_handlers | [request] Заявка #36: admin=7, receiver=12, sent=12
2026-02-26 10:00:33 | INFO     | aiogram.event | Update id=520044370 is handled. Duration 3951 ms by bot id=8301059555
2026-02-26 10:06:18 | INFO     | __main__ | [iiko-webhook] Получен вебхук: 1 событий, body[:500]=[{"eventType": "DeliveryOrderUpdate", "eventTime": "2026-02-26 10:06:18.203", "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "correlationId": "5c251312-af5b-4ed1-a6fc-de53d804e425", "eventInfo": {"id": "7917db77-8446-4256-b069-2234e25b6c77", "posId": "ecfa8cd5-9ca7-4f83-a58f-6bfca1d061b7", "externalNumber": null, "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "timestamp": 1772100378183, "creationStatus": "Success", "errorInfo": null, "order": {"parentDeliveryId": null, "cus
2026-02-26 10:06:18 | INFO     | aiohttp.access | 100.64.0.12 [26/Feb/2026:10:06:18 +0000] "POST /iiko-webhook HTTP/1.1" 200 154 "-" "-"
2026-02-26 10:06:18 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] event: type=DeliveryOrderUpdate, org=e506f24f-533b-49a5-9e3f-52cd462d2e6a, time=2026-02-26 10:06:18.203
2026-02-26 10:06:18 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] → order.status=Waiting, creationStatus=Success
2026-02-26 10:06:18 | INFO     | __main__ | [iiko-webhook] Обработано: {'processed': 0, 'triggered_check': False, 'updated_messages': False, 'stoplist_updated': False}
2026-02-26 10:08:40 | INFO     | __main__ | [iiko-webhook] Получен вебхук: 1 событий, body[:500]=[{"eventType": "DeliveryOrderUpdate", "eventTime": "2026-02-26 10:08:39.817", "organizationId": "15e8d85e-81b6-43b4-81f9-277b164739d6", "correlationId": "5ba2e8f1-ebd5-4b4c-9418-79342add1d70", "eventInfo": {"id": "49151ebb-68b7-4abe-895b-d6b8b0192501", "posId": "125d9c78-3e84-4943-a41b-0be207b82d97", "externalNumber": null, "organizationId": "15e8d85e-81b6-43b4-81f9-277b164739d6", "timestamp": 1772100519792, "creationStatus": "Success", "errorInfo": null, "order": {"parentDeliveryId": null, "cus
2026-02-26 10:08:40 | INFO     | aiohttp.access | 100.64.0.3 [26/Feb/2026:10:08:40 +0000] "POST /iiko-webhook HTTP/1.1" 200 154 "-" "-"
2026-02-26 10:08:40 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] event: type=DeliveryOrderUpdate, org=15e8d85e-81b6-43b4-81f9-277b164739d6, time=2026-02-26 10:08:39.817
2026-02-26 10:08:40 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] → order.status=WaitCooking, creationStatus=Success
2026-02-26 10:08:40 | INFO     | __main__ | [iiko-webhook] Обработано: {'processed': 0, 'triggered_check': False, 'updated_messages': False, 'stoplist_updated': False}
2026-02-26 10:12:45 | INFO     | __main__ | [iiko-webhook] Получен вебхук: 1 событий, body[:500]=[{"eventType": "DeliveryOrderUpdate", "eventTime": "2026-02-26 10:12:45.282", "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "correlationId": "b1e5282e-f01f-4255-a8c0-bbc2f7318e8e", "eventInfo": {"id": "7917db77-8446-4256-b069-2234e25b6c77", "posId": "ecfa8cd5-9ca7-4f83-a58f-6bfca1d061b7", "externalNumber": null, "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "timestamp": 1772100765257, "creationStatus": "Success", "errorInfo": null, "order": {"parentDeliveryId": null, "cus
2026-02-26 10:12:45 | INFO     | aiohttp.access | 100.64.0.6 [26/Feb/2026:10:12:45 +0000] "POST /iiko-webhook HTTP/1.1" 200 154 "-" "-"
2026-02-26 10:12:45 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] event: type=DeliveryOrderUpdate, org=e506f24f-533b-49a5-9e3f-52cd462d2e6a, time=2026-02-26 10:12:45.282
2026-02-26 10:12:45 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] → order.status=Waiting, creationStatus=Success
2026-02-26 10:12:45 | INFO     | __main__ | [iiko-webhook] Обработано: {'processed': 0, 'triggered_check': False, 'updated_messages': False, 'stoplist_updated': False}
2026-02-26 10:12:53 | INFO     | __main__ | [iiko-webhook] Получен вебхук: 1 событий, body[:500]=[{"eventType": "DeliveryOrderUpdate", "eventTime": "2026-02-26 10:12:53.069", "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "correlationId": "b9a4df63-df4f-4e35-bc7c-ce7723bc899b", "eventInfo": {"id": "7917db77-8446-4256-b069-2234e25b6c77", "posId": "ecfa8cd5-9ca7-4f83-a58f-6bfca1d061b7", "externalNumber": null, "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "timestamp": 1772100773049, "creationStatus": "Success", "errorInfo": null, "order": {"parentDeliveryId": null, "cus
2026-02-26 10:12:53 | INFO     | aiohttp.access | 100.64.0.3 [26/Feb/2026:10:12:53 +0000] "POST /iiko-webhook HTTP/1.1" 200 154 "-" "-"
2026-02-26 10:12:53 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] event: type=DeliveryOrderUpdate, org=e506f24f-533b-49a5-9e3f-52cd462d2e6a, time=2026-02-26 10:12:53.069
2026-02-26 10:12:53 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] → order.status=Closed, creationStatus=Success
2026-02-26 10:12:53 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] Получено 1 закрытых заказов (типы: DeliveryOrderUpdate)
2026-02-26 10:12:53 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] Проверяю остатки...
2026-02-26 10:12:53 | INFO     | use_cases.sync_stock_balances | [StockBalance] Начинаю синхронизацию остатков (timestamp=now)...
2026-02-26 10:12:53 | INFO     | use_cases.sync_stock_balances | [StockBalance] Загружены справочники: 9 складов, 1936 товаров за 0.3 сек
2026-02-26 10:12:53 | INFO     | adapters.iiko_api | [API] GET stock_balances — timestamp=2026-02-26T12:12:53
2026-02-26 10:12:54 | INFO     | adapters.iiko_api | [API] GET stock_balances — 955 записей, HTTP 200, 0.2 сек, 119128 байт
2026-02-26 10:12:54 | INFO     | use_cases.sync_stock_balances | [StockBalance] API + справочники: 955 строк за 0.6 сек
2026-02-26 10:12:54 | INFO     | use_cases.sync_stock_balances | [StockBalance] После фильтрации: 954 строк (пропущено 1 c amount=0/невалид, 3 без имени в справочнике)
2026-02-26 10:12:54 | INFO     | use_cases.sync_stock_balances | [StockBalance] Удалено старых записей: 954
2026-02-26 10:12:54 | INFO     | use_cases.sync_stock_balances | [StockBalance] Insert batch: 500 / 954
2026-02-26 10:12:54 | INFO     | use_cases.sync_stock_balances | [StockBalance] Insert batch: 954 / 954
2026-02-26 10:12:54 | INFO     | use_cases.sync_stock_balances | [StockBalance] Готово: 954 записей | удалено 954 | API 0.6 сек, БД 0.2 сек | Итого 0.9 сек
2026-02-26 10:12:54 | INFO     | use_cases.check_min_stock | [MinStockCheck] Начинаю проверку (department_id=None)...
2026-02-26 10:12:54 | INFO     | use_cases.check_min_stock | [MinStockCheck] Позиций с min > 0: 161
2026-02-26 10:12:54 | INFO     | use_cases.check_min_stock | [MinStockCheck] Готово: 60/161 ниже минимума за 0.4 сек (department=None)
2026-02-26 10:12:54 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] Позиция 'Желток паст. / Клиническая PizzaYol' изменилась 22.9% >= 3.0% (4.36 → 3.36) — обновляем
2026-02-26 10:12:55 | INFO     | adapters.google_sheets | [GSheets] Прочитано 20 записей прав за 1.0 сек
2026-02-26 10:12:55 | INFO     | use_cases.permissions | [Permissions] Кеш обновлён: 20 пользователей
2026-02-26 10:12:56 | INFO     | use_cases.pinned_stock_message | [StockAlert] Обновляю stock-alert для 6 пользователей...
2026-02-26 10:12:56 | INFO     | use_cases.user_context | [user_ctx] Загружен из БД: tg:1059714785 → «Асташевская Эвита», ресторан «Клиническая PizzaYolo» за 0.07 сек
2026-02-26 10:12:56 | INFO     | use_cases.check_min_stock | [MinStockCheck] Начинаю проверку (department_id=fa85468e-af74-495e-a33c-37d6562e4699)...
2026-02-26 10:12:56 | INFO     | use_cases.check_min_stock | [MinStockCheck] Позиций с min > 0: 104
2026-02-26 10:12:56 | INFO     | use_cases.check_min_stock | [MinStockCheck] Готово: 36/104 ниже минимума за 0.1 сек (department=Клиническая PizzaYolo)
2026-02-26 10:12:57 | INFO     | aiohttp.access | 100.64.0.11 [26/Feb/2026:10:12:57 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 10:12:57 | INFO     | __main__ | [iiko-webhook] Получен вебхук: 1 событий, body[:500]=[{"eventType": "DeliveryOrderUpdate", "eventTime": "2026-02-26 10:12:57.130", "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "correlationId": "992aa4c2-7e3e-4395-a0ed-cdaf79d9d547", "eventInfo": {"id": "a9c902cf-0694-4ad7-9c8e-d1187314c6be", "posId": "00f9cabe-0359-4e58-b1e4-a454d720e038", "externalNumber": null, "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "timestamp": 1772100777115, "creationStatus": "Success", "errorInfo": null, "order": {"parentDeliveryId": null, "cus
2026-02-26 10:12:57 | INFO     | aiohttp.access | 100.64.0.9 [26/Feb/2026:10:12:57 +0000] "POST /iiko-webhook HTTP/1.1" 200 154 "-" "-"
2026-02-26 10:12:57 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] event: type=DeliveryOrderUpdate, org=e506f24f-533b-49a5-9e3f-52cd462d2e6a, time=2026-02-26 10:12:57.130
2026-02-26 10:12:57 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] → order.status=Waiting, creationStatus=Success
2026-02-26 10:12:57 | INFO     | __main__ | [iiko-webhook] Обработано: {'processed': 0, 'triggered_check': False, 'updated_messages': False, 'stoplist_updated': False}
2026-02-26 10:12:57 | INFO     | use_cases.user_context | [user_ctx] Загружен из БД: tg:6446544048 → «Бахин Владислав Станиславович», ресторан «Клиническая PizzaYolo» за 0.06 сек
2026-02-26 10:12:57 | INFO     | __main__ | [iiko-webhook] Получен вебхук: 1 событий, body[:500]=[{"eventType": "DeliveryOrderUpdate", "eventTime": "2026-02-26 10:12:57.149", "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "correlationId": "992aa4c2-7e3e-4395-a0ed-cdaf79d9d547", "eventInfo": {"id": "a56c2f05-88de-4699-861e-899151e37326", "posId": "aebeb3fa-62ae-4710-9aec-4d6d89d55e6e", "externalNumber": null, "organizationId": "e506f24f-533b-49a5-9e3f-52cd462d2e6a", "timestamp": 1772100777135, "creationStatus": "Success", "errorInfo": null, "order": {"parentDeliveryId": null, "cus
2026-02-26 10:12:57 | INFO     | aiohttp.access | 100.64.0.10 [26/Feb/2026:10:12:57 +0000] "POST /iiko-webhook HTTP/1.1" 200 154 "-" "-"
2026-02-26 10:12:57 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] event: type=DeliveryOrderUpdate, org=e506f24f-533b-49a5-9e3f-52cd462d2e6a, time=2026-02-26 10:12:57.149
2026-02-26 10:12:57 | INFO     | use_cases.iiko_webhook_handler | [iikoWebhook] → order.status=Waiting, creationStatus=Success
2026-02-26 10:12:57 | INFO     | __main__ | [iiko-webhook] Обработано: {'processed': 0, 'triggered_check': False, 'updated_messages': False, 'stoplist_updated': False}
2026-02-26 10:12:57 | INFO     | aiogram.event | Update id=520044371 is handled. Duration 242 ms by bot id=8301059555
2026-02-26 10:12:58 | INFO     | aiohttp.access | 100.64.0.11 [26/Feb/2026:10:12:58 +0000] "POST /webhook HTTP/1.1" 200 160 "-" "-"
2026-02-26 10:12:58 | INFO     | aiogram.event | Update id=520044372 is handled. Duration 250 ms by bot id=8301059555
2026-02-26 10:12:58 | INFO     | use_cases.user_context | [user_ctx] Загружен из БД: tg:2069928993 → «Лямм Ольга Ивановна», ресторан «Клиническая PizzaYolo» за 0.05 сек
